Date,ERCOT,NG1:COM,NGEU:COM,BTCUSD:CUR,TSLA:US,CL1:COM,UXA:COM,RIVN:US,CPI,CO2E.KT,USAENEINF,FDTR,UNITEDSTACRUOILPRO,UNITEDSTAOILEXP,WIND:IND,SOLAR:IND,NUCLEAR:IND,TMAX,TMIN,TAVG
6/5/19,46100.90813,2.38,11.77,7785.94,21.99,56.59,24.35,78,256.143,5259143.84,-3.388,2.5,12163,5741.998,13,26.82,11.68,85,74,80
6/4/19,48265.22022,2.42,11.88,7665.53,21.9,58.81,24,78,256.143,5259143.84,-3.388,2.5,12163,5741.998,12.93,26.30,11.80,89,75,82
6/3/19,50754.68941,2.4,12.16,8103.64,22.77,59.14,24,78,256.143,5259143.84,-3.388,2.5,12163,5741.998,12.8,26.08,11.71,82,68,75
5/31/19,46232.57422,2.45,12.96,8547.2,22.6,59.2,23.9,78,256.092,5259143.84,-0.457,2.5,12163,5741.998,12.66,25.67,11.56,82,65,74
5/30/19,46570.9932,2.55,13.27,8277.76,22.78,58.94,23.95,78,256.092,5259143.84,-0.457,2.5,12135,5542.67,12.74,25.97,11.41,85,66,76
5/29/19,47987.84486,2.63,12.89,8663.41,22.03,58.63,24.1,78,256.092,5259143.84,-0.457,2.5,12135,5542.67,12.73,25.62,11.37,85,74,80
5/28/19,48480.0682,2.58,12.98,8716.12,22.23,57.91,24.1,78,256.092,5259143.84,-0.457,2.5,12135,5542.67,12.88,25.79,11.50,86,72,79
5/27/19,46550.53239,2.58,13.35,8770.73,22.33,61.42,24.2,78,256.092,5259143.84,-0.457,2.5,12135,5542.67,12.84,25.48,11.57,87,72,80
5/24/19,49550.89447,2.6,13.41,7999.02,22.38,62.99,24.2,78,256.092,5259143.84,-0.457,2.5,12135,5542.67,12.88,25.50,11.46,87,76,82
5/23/19,50294.42962,2.58,13.47,7880.22,22.45,63.1,24.3,78,256.092,5259143.84,-0.457,2.5,12135,5542.67,12.74,25.08,11.45,87,74,81
5/22/19,48178.08307,2.54,13.68,7624.95,22.4,62.76,24.6,78,256.092,5259143.84,-0.457,2.5,12135,5542.67,12.92,25.93,11.60,85,63,74
5/21/19,45734.66624,2.61,13.63,7955.16,22.37,62.87,24.6,78,256.092,5259143.84,-0.457,2.5,12135,5542.67,12.89,25.76,11.65,79,59,69
5/20/19,48132.85143,2.67,14.19,8005.64,22.31,62.02,24.6,78,256.092,5259143.84,-0.457,2.5,12135,5542.67,12.69,24.99,11.60,80,59,70
5/17/19,44694.12234,2.63,14.69,7351.71,22.35,61.78,24.65,78,256.092,5259143.84,-0.457,2.5,12135,5542.67,12.85,25.25,11.61,86,67,77
5/16/19,43605.41302,2.64,14.61,7880,22.37,61.04,24.65,78,256.092,5259143.84,-0.457,2.5,12135,5542.67,12.9,25.85,11.64,85,65,75
5/15/19,42658.44982,2.6,14.59,8208.69,22.38,61.66,24.65,78,256.092,5259143.84,-0.457,2.5,12135,5542.67,12.87,25.22,11.61,75,63,69
5/14/19,40920.38452,2.66,14.84,7986,22.38,61.7,24.6,78,256.092,5259143.84,-0.457,2.5,12135,5542.67,12.82,24.72,11.48,82,59,71
5/13/19,38915.92836,2.62,15.32,7810.05,22.37,62.12,24.65,78,256.092,5259143.84,-0.457,2.5,12135,5542.67,12.69,24.43,11.31,77,52,65
5/10/19,35546.47158,2.62,15.18,6342.84,22.36,61.4,24.75,78,256.092,5259143.84,-0.457,2.5,12135,5542.67,12.96,25.39,11.62,68,50,59
5/9/19,41510.12834,2.6,15,6156.7,22.36,62.25,24.95,78,256.092,5259143.84,-0.457,2.5,12135,5542.67,12.87,24.82,11.54,68,61,65
5/8/19,40162.28913,2.61,15.2,5940.89,22.37,61.94,25.05,78,256.092,5259143.84,-0.457,2.5,12135,5542.67,12.96,25.76,11.69,84,63,74
5/7/19,41989.86549,2.54,15.44,5743.2,22.37,61.81,25,78,256.092,5259143.84,-0.457,2.5,12135,5542.67,12.94,26.15,11.71,82,67,75
5/6/19,41210.568,2.52,15.23,5685.46,22.37,63.6,25,78,256.092,5259143.84,-0.457,2.5,12135,5542.67,13.06,25.55,11.93,82,61,72
5/3/19,38281.44788,2.57,14.9,5658.22,22.37,63.91,25.05,78,256.092,5259143.84,-0.457,2.5,12135,5542.67,13.21,26.21,12.15,76,60,68
5/2/19,40311.50177,2.59,15.25,5385,22.36,63.5,25.2,78,256.092,5259143.84,-0.457,2.5,12135,5542.67,13.04,25.45,11.90,83,60,72
5/1/19,42916.15518,2.62,15.4,5318.42,22.36,63.3,25.2,78,256.092,5259143.84,-0.457,2.5,12135,5542.67,13.29,25.37,12.05,78,71,75
4/30/19,42608.65561,2.58,15.29,5269,22.37,65.21,25.2,78,255.548,5259143.84,1.677,2.5,12135,5542.67,13.36,25.09,12.12,81,68,75
